
sys	0m0.034s

real	0m0.236s
user	0m0.338s
sys	0m0.039s

real	0m0.222s
user	0m0.311s
sys	0m0.037s

real	0m0.225s
user	0m0.329s
sys	0m0.041s

real	0m0.229s
user	0m0.338s
sys	0m0.045s

real	0m0.233s
user	0m0.356s
sys	0m0.042s

real	0m0.235s
user	0m0.364s
sys	0m0.044s

real	0m0.246s
user	0m0.387s
sys	0m0.045s
make: *** [SearchIt] Interrupt: 2

real	0m0.033s
user	0m0.013s
sys	0m0.014s

real	0m0.235s
user	0m0.348s
sys	0m0.043s
make: *** [SearchIt] Interrupt: 2

real	0m0.041s
user	0m0.017s
sys	0m0.009s

real	0m0.258s
user	0m0.378s
sys	0m0.042s

real	0m0.238s
user	0m0.296s
sys	0m0.039s

real	0m0.218s
user	0m0.294s
sys	0m0.042s

real	0m0.237s
user	0m0.322s
sys	0m0.044s

real	0m0.220s
user	0m0.320s
sys	0m0.043s

real	0m0.219s
user	0m0.332s
sys	0m0.040s

real	0m0.255s
user	0m0.407s
sys	0m0.044s

real	0m0.246s
user	0m0.350s
sys	0m0.044s

real	0m0.240s
user	0m0.365s
sys	0m0.046s

real	0m0.253s
user	0m0.397s
sys	0m0.048s

real	0m0.250s
user	0m0.379s
sys	0m0.046s

real	0m0.267s
user	0m0.388s
sys	0m0.053s

real	0m0.246s
user	0m0.384s
sys	0m0.047s

real	0m0.261s
user	0m0.408s
sys	0m0.050s

real	0m0.244s
user	0m0.385s
sys	0m0.048s

real	0m0.256s
user	0m0.381s
sys	0m0.051s

real	0m0.267s
user	0m0.394s
sys	0m0.052s

real	0m0.263s
user	0m0.403s
sys	0m0.051s

real	0m0.267s
user	0m0.422s
sys	0m0.044s

real	0m0.245s
user	0m0.384s
sys	0m0.051s

real	0m0.427s
user	0m0.476s
sys	0m0.060s

real	0m0.430s
user	0m0.436s
sys	0m0.055s

real	0m0.276s
user	0m0.405s
sys	0m0.053s

real	0m0.268s
user	0m0.415s
sys	0m0.052s

real	0m0.268s
user	0m0.439s
sys	0m0.052s

real	0m0.260s
user	0m0.419s
sys	0m0.049s

real	0m0.261s
user	0m0.427s
sys	0m0.050s

real	0m0.281s
user	0m0.413s
sys	0m0.052s

real	0m0.303s
user	0m0.454s
sys	0m0.052s

real	0m0.306s
user	0m0.438s
sys	0m0.059s

real	0m0.265s
user	0m0.414s
sys	0m0.052s

real	0m0.282s
user	0m0.424s
sys	0m0.050s

real	0m0.302s
user	0m0.412s
sys	0m0.050s

real	0m0.307s
user	0m0.458s
sys	0m0.060s

real	0m0.304s
user	0m0.424s
sys	0m0.060s

real	0m0.342s
user	0m0.485s
sys	0m0.060s

real	0m0.327s
user	0m0.454s
sys	0m0.055s

real	0m0.338s
user	0m0.468s
sys	0m0.065s

real	0m0.285s
user	0m0.426s
sys	0m0.054s

real	0m0.294s
user	0m0.447s
sys	0m0.057s

real	0m0.379s
user	0m0.512s
sys	0m0.062s

real	0m0.321s
user	0m0.484s
sys	0m0.061s

real	0m0.303s
user	0m0.439s
sys	0m0.060s

real	0m0.302s
user	0m0.469s
sys	0m0.064s

real	0m0.407s
user	0m0.533s
sys	0m0.072s

real	0m0.306s
user	0m0.463s
sys	0m0.061s

real	0m0.295s
user	0m0.473s
sys	0m0.055s

real	0m0.296s
user	0m0.462s
sys	0m0.059s

real	0m0.313s
user	0m0.467s
sys	0m0.068s

real	0m0.328s
user	0m0.493s
sys	0m0.064s

real	0m0.289s
user	0m0.465s
sys	0m0.062s

real	0m0.302s
user	0m0.497s
sys	0m0.056s

real	0m0.322s
user	0m0.493s
sys	0m0.061s

real	0m0.294s
user	0m0.479s
sys	0m0.055s

real	0m0.286s
user	0m0.456s
sys	0m0.054s

real	0m0.301s
user	0m0.481s
sys	0m0.061s

real	0m0.335s
user	0m0.505s
sys	0m0.065s

real	0m0.316s
user	0m0.492s
sys	0m0.067s

real	0m0.294s
user	0m0.473s
sys	0m0.063s

real	0m0.299s
user	0m0.484s
sys	0m0.063s

real	0m0.347s
user	0m0.555s
sys	0m0.064s

real	0m0.300s
user	0m0.504s
sys	0m0.063s

real	0m0.302s
user	0m0.502s
sys	0m0.059s

real	0m0.326s
user	0m0.546s
sys	0m0.067s

real	0m0.342s
user	0m0.576s
sys	0m0.067s

real	0m0.328s
user	0m0.537s
sys	0m0.067s

real	0m0.345s
user	0m0.534s
sys	0m0.073s

real	0m0.317s
user	0m0.525s
sys	0m0.065s

real	0m0.345s
user	0m0.558s
sys	0m0.067s

real	0m0.345s
user	0m0.571s
sys	0m0.068s

real	0m0.337s
user	0m0.576s
sys	0m0.069s

real	0m0.325s
user	0m0.508s
sys	0m0.066s

real	0m0.332s
user	0m0.535s
sys	0m0.064s

real	0m0.333s
user	0m0.555s
sys	0m0.064s

real	0m0.334s
user	0m0.577s
sys	0m0.070s

real	0m0.393s
user	0m0.642s
sys	0m0.082s

real	0m0.346s
user	0m0.606s
sys	0m0.068s

real	0m0.333s
user	0m0.546s
sys	0m0.068s

real	0m0.323s
user	0m0.547s
sys	0m0.066s

real	0m0.355s
user	0m0.579s
sys	0m0.072s

real	0m0.342s
user	0m0.566s
sys	0m0.071s

real	0m0.481s
user	0m0.759s
sys	0m0.079s

real	0m0.386s
user	0m0.631s
sys	0m0.082s

real	0m0.371s
user	0m0.529s
sys	0m0.073s

real	0m0.387s
user	0m0.634s
sys	0m0.076s

real	0m0.354s
user	0m0.555s
sys	0m0.074s

real	0m0.357s
user	0m0.606s
sys	0m0.074s

real	0m0.335s
user	0m0.581s
sys	0m0.070s

real	0m0.378s
user	0m0.631s
sys	0m0.076s

real	0m0.362s
user	0m0.596s
sys	0m0.077s

real	0m0.383s
user	0m0.604s
sys	0m0.081s

real	0m0.375s
user	0m0.624s
sys	0m0.079s

real	0m0.354s
user	0m0.602s
sys	0m0.074s

real	0m0.345s
user	0m0.597s
sys	0m0.075s

real	0m0.364s
user	0m0.626s
sys	0m0.077s

real	0m0.390s
user	0m0.689s
sys	0m0.080s

real	0m0.388s
user	0m0.618s
sys	0m0.084s

real	0m0.386s
user	0m0.645s
sys	0m0.071s

real	0m0.392s
user	0m0.670s
sys	0m0.079s

real	0m0.386s
user	0m0.677s
sys	0m0.080s

real	0m0.417s
user	0m0.680s
sys	0m0.078s

real	0m0.373s
user	0m0.631s
sys	0m0.083s

real	0m0.386s
user	0m0.655s
sys	0m0.076s

real	0m0.373s
user	0m0.642s
sys	0m0.072s

real	0m0.405s
user	0m0.698s
sys	0m0.083s

real	0m0.374s
user	0m0.673s
sys	0m0.077s

real	0m0.431s
user	0m0.707s
sys	0m0.087s

real	0m0.408s
user	0m0.657s
sys	0m0.081s

real	0m0.364s
user	0m0.631s
sys	0m0.079s

real	0m0.401s
user	0m0.638s
sys	0m0.068s

real	0m0.411s
user	0m0.704s
sys	0m0.077s

real	0m0.242s
user	0m0.307s
sys	0m0.048s

real	0m0.212s
user	0m0.286s
sys	0m0.037s

real	0m0.212s
user	0m0.285s
sys	0m0.037s

real	0m0.210s
user	0m0.281s
sys	0m0.036s

real	0m0.209s
user	0m0.290s
sys	0m0.035s

real	0m0.219s
user	0m0.303s
sys	0m0.041s

real	0m0.214s
user	0m0.294s
sys	0m0.036s

real	0m0.206s
user	0m0.275s
sys	0m0.041s

real	0m0.197s
user	0m0.252s
sys	0m0.039s

real	0m0.230s
user	0m0.320s
sys	0m0.037s

real	0m0.238s
user	0m0.377s
sys	0m0.043s

real	0m0.260s
user	0m0.392s
sys	0m0.045s

real	0m0.254s
user	0m0.378s
sys	0m0.049s

real	0m0.247s
user	0m0.381s
sys	0m0.046s

real	0m0.240s
user	0m0.368s
sys	0m0.047s

real	0m0.262s
user	0m0.395s
sys	0m0.049s

real	0m0.256s
user	0m0.392s
sys	0m0.046s

real	0m0.249s
user	0m0.366s
sys	0m0.048s

real	0m0.239s
user	0m0.362s
sys	0m0.046s

real	0m0.242s
user	0m0.366s
sys	0m0.045s

real	0m0.295s
user	0m0.436s
sys	0m0.057s

real	0m0.254s
user	0m0.399s
sys	0m0.049s

real	0m0.248s
user	0m0.391s
sys	0m0.049s

real	0m0.251s
user	0m0.375s
sys	0m0.048s

real	0m0.258s
user	0m0.386s
sys	0m0.053s

real	0m0.265s
user	0m0.410s
sys	0m0.051s

real	0m0.254s
user	0m0.407s
sys	0m0.046s

real	0m0.258s
user	0m0.410s
sys	0m0.053s

real	0m0.266s
user	0m0.393s
sys	0m0.050s

real	0m0.257s
user	0m0.403s
sys	0m0.051s

real	0m0.258s
user	0m0.402s
sys	0m0.052s

real	0m0.259s
user	0m0.426s
sys	0m0.052s

real	0m0.248s
user	0m0.402s
sys	0m0.049s

real	0m0.312s
user	0m0.461s
sys	0m0.058s

real	0m0.279s
user	0m0.448s
sys	0m0.053s

real	0m0.265s
user	0m0.423s
sys	0m0.053s

real	0m0.251s
user	0m0.407s
sys	0m0.047s

real	0m0.263s
user	0m0.404s
sys	0m0.049s

real	0m0.285s
user	0m0.450s
sys	0m0.057s

real	0m0.287s
user	0m0.402s
sys	0m0.057s

real	0m0.311s
user	0m0.468s
sys	0m0.066s

real	0m0.298s
user	0m0.439s
sys	0m0.059s

real	0m0.293s
user	0m0.457s
sys	0m0.061s

real	0m0.479s
user	0m0.483s
sys	0m0.054s

real	0m0.441s
user	0m0.586s
sys	0m0.069s

real	0m0.284s
user	0m0.471s
sys	0m0.051s

real	0m0.308s
user	0m0.472s
sys	0m0.059s

real	0m0.279s
user	0m0.445s
sys	0m0.049s

real	0m0.288s
user	0m0.458s
sys	0m0.048s

real	0m0.303s
user	0m0.471s
sys	0m0.059s

real	0m0.293s
user	0m0.480s
sys	0m0.052s

real	0m0.308s
user	0m0.503s
sys	0m0.055s

real	0m0.314s
user	0m0.507s
sys	0m0.055s

real	0m0.289s
user	0m0.478s
sys	0m0.056s

real	0m0.282s
user	0m0.469s
sys	0m0.056s

real	0m0.300s
user	0m0.467s
sys	0m0.066s

real	0m0.376s
user	0m0.544s
sys	0m0.065s

real	0m0.281s
user	0m0.476s
sys	0m0.055s

real	0m0.305s
user	0m0.532s
sys	0m0.055s

real	0m0.322s
user	0m0.511s
sys	0m0.062s

real	0m0.333s
user	0m0.543s
sys	0m0.057s

real	0m0.326s
user	0m0.558s
sys	0m0.060s

real	0m0.364s
user	0m0.586s
sys	0m0.072s

real	0m0.387s
user	0m0.501s
sys	0m0.068s

real	0m0.425s
user	0m0.593s
sys	0m0.084s

real	0m0.413s
user	0m0.604s
sys	0m0.074s

real	0m0.465s
user	0m0.705s
sys	0m0.075s

real	0m0.333s
user	0m0.542s
sys	0m0.069s

real	0m0.334s
user	0m0.526s
sys	0m0.061s

real	0m0.323s
user	0m0.538s
sys	0m0.059s

real	0m0.358s
user	0m0.576s
sys	0m0.072s

real	0m0.342s
user	0m0.536s
sys	0m0.064s

real	0m0.324s
user	0m0.546s
sys	0m0.057s

real	0m0.310s
user	0m0.536s
sys	0m0.060s

real	0m0.361s
user	0m0.625s
sys	0m0.066s

real	0m0.320s
user	0m0.535s
sys	0m0.057s

real	0m0.319s
user	0m0.526s
sys	0m0.067s

real	0m0.345s
user	0m0.560s
sys	0m0.069s

real	0m0.364s
user	0m0.596s
sys	0m0.062s

real	0m0.326s
user	0m0.561s
sys	0m0.060s

real	0m0.341s
user	0m0.578s
sys	0m0.065s

real	0m0.328s
user	0m0.557s
sys	0m0.065s

real	0m0.355s
user	0m0.621s
sys	0m0.068s

real	0m0.331s
user	0m0.579s
sys	0m0.066s

real	0m0.355s
user	0m0.629s
sys	0m0.068s

real	0m0.352s
user	0m0.615s
sys	0m0.071s

real	0m0.341s
user	0m0.598s
sys	0m0.063s

real	0m0.332s
user	0m0.558s
sys	0m0.064s

real	0m0.368s
user	0m0.617s
sys	0m0.070s

real	0m0.424s
user	0m0.755s
sys	0m0.079s

real	0m0.374s
user	0m0.615s
sys	0m0.072s

real	0m0.477s
user	0m0.662s
sys	0m0.080s

real	0m0.355s
user	0m0.613s
sys	0m0.072s

real	0m0.367s
user	0m0.596s
sys	0m0.071s

real	0m0.503s
user	0m0.706s
sys	0m0.080s

real	0m0.445s
user	0m0.699s
sys	0m0.080s

real	0m0.367s
user	0m0.578s
sys	0m0.073s

real	0m0.405s
user	0m0.667s
sys	0m0.075s

real	0m0.369s
user	0m0.639s
sys	0m0.071s

real	0m0.401s
user	0m0.672s
sys	0m0.072s

real	0m0.395s
user	0m0.642s
sys	0m0.070s

real	0m0.405s
user	0m0.671s
sys	0m0.076s

real	0m0.362s
user	0m0.659s
sys	0m0.069s

real	0m0.405s
user	0m0.734s
sys	0m0.075s

real	0m0.385s
user	0m0.670s
sys	0m0.072s

real	0m0.416s
user	0m0.630s
sys	0m0.082s

real	0m0.400s
user	0m0.622s
sys	0m0.080s

real	0m0.390s
user	0m0.680s
sys	0m0.076s

real	0m0.419s
user	0m0.668s
sys	0m0.085s

real	0m0.386s
user	0m0.676s
sys	0m0.071s

real	0m0.495s
user	0m0.311s
sys	0m0.095s

real	0m0.225s
user	0m0.310s
sys	0m0.039s

real	0m0.211s
user	0m0.287s
sys	0m0.036s

real	0m0.214s
user	0m0.294s
sys	0m0.040s

real	0m0.228s
user	0m0.298s
sys	0m0.039s

real	0m0.221s
user	0m0.309s
sys	0m0.041s

real	0m0.221s
user	0m0.300s
sys	0m0.043s

real	0m0.214s
user	0m0.293s
sys	0m0.037s

real	0m0.213s
user	0m0.287s
sys	0m0.039s

real	0m0.227s
user	0m0.294s
sys	0m0.040s

real	0m0.249s
user	0m0.382s
sys	0m0.048s

real	0m0.259s
user	0m0.406s
sys	0m0.049s

real	0m0.245s
user	0m0.400s
sys	0m0.043s

real	0m0.255s
user	0m0.366s
sys	0m0.050s

real	0m0.303s
user	0m0.404s
sys	0m0.056s

real	0m0.281s
user	0m0.396s
sys	0m0.050s

real	0m0.268s
user	0m0.402s
sys	0m0.053s

real	0m0.271s
user	0m0.401s
sys	0m0.053s

real	0m0.338s
user	0m0.433s
sys	0m0.059s

real	0m0.255s
user	0m0.392s
sys	0m0.050s

real	0m0.266s
user	0m0.407s
sys	0m0.052s

real	0m0.292s
user	0m0.391s
sys	0m0.057s

real	0m0.348s
user	0m0.448s
sys	0m0.066s

real	0m0.296s
user	0m0.415s
sys	0m0.057s

real	0m0.286s
user	0m0.423s
sys	0m0.057s

real	0m0.387s
user	0m0.449s
sys	0m0.063s

real	0m0.441s
user	0m0.463s
sys	0m0.068s

real	0m0.306s
user	0m0.429s
sys	0m0.056s

real	0m0.298s
user	0m0.409s
sys	0m0.058s

real	0m0.269s
user	0m0.395s
sys	0m0.050s

real	0m0.311s
user	0m0.428s
sys	0m0.056s

real	0m0.309s
user	0m0.452s
sys	0m0.056s

real	0m0.273s
user	0m0.378s
sys	0m0.055s

real	0m0.283s
user	0m0.414s
sys	0m0.050s

real	0m0.271s
user	0m0.409s
sys	0m0.056s

real	0m0.274s
user	0m0.399s
sys	0m0.055s

real	0m0.305s
user	0m0.445s
sys	0m0.051s

real	0m0.259s
user	0m0.398s
sys	0m0.053s

real	0m0.285s
user	0m0.420s
sys	0m0.055s

real	0m0.307s
user	0m0.433s
sys	0m0.060s

real	0m0.335s
user	0m0.495s
sys	0m0.065s

real	0m0.277s
user	0m0.436s
sys	0m0.056s

real	0m0.314s
user	0m0.441s
sys	0m0.056s

real	0m0.287s
user	0m0.434s
sys	0m0.057s

real	0m0.290s
user	0m0.449s
sys	0m0.058s

real	0m0.300s
user	0m0.455s
sys	0m0.059s

real	0m0.317s
user	0m0.480s
sys	0m0.058s

real	0m0.309s
user	0m0.439s
sys	0m0.055s

real	0m0.294s
user	0m0.423s
sys	0m0.056s

real	0m0.343s
user	0m0.500s
sys	0m0.065s

real	0m0.464s
user	0m0.525s
sys	0m0.070s

real	0m0.327s
user	0m0.490s
sys	0m0.061s

real	0m0.300s
user	0m0.480s
sys	0m0.060s
make: *** [SearchItTest] Interrupt: 2

real	0m0.067s
user	0m0.027s
sys	0m0.017s

real	0m0.308s
user	0m0.485s
sys	0m0.062s

real	0m0.004s
user	0m0.001s
sys	0m0.002s
make: *** [SearchItTest] Error 130

real	0m0.245s
user	0m0.273s
sys	0m0.048s
make: *** [SearchItTest] Error 130

real	0m0.149s
user	0m0.114s
sys	0m0.030s
make: *** [SearchItTest] Error 130

real	0m0.230s
user	0m0.325s
sys	0m0.045s

real	0m0.345s
user	0m0.492s
sys	0m0.071s

real	0m0.310s
user	0m0.452s
sys	0m0.058s

real	0m0.313s
user	0m0.503s
sys	0m0.063s

real	0m0.301s
user	0m0.479s
sys	0m0.061s
make: *** [SearchItTest] Interrupt: 2

real	0m0.077s
user	0m0.034s
sys	0m0.020s
make: *** [SearchItTest] Error 130

real	0m0.129s
user	0m0.082s
sys	0m0.030s
make: *** [SearchItTest] Error 130

real	0m0.131s
user	0m0.082s
sys	0m0.033s
make: *** [SearchItTest] Error 130

real	0m0.278s
user	0m0.383s
sys	0m0.059s
make: *** [SearchItTest] Interrupt: 2

real	0m0.085s
user	0m0.035s
sys	0m0.023s
make: *** [SearchItTest] Error 130

real	0m0.135s
user	0m0.085s
sys	0m0.031s
make: *** [SearchItTest] Error 130

real	0m0.142s
user	0m0.101s
sys	0m0.031s

real	0m0.323s
user	0m0.523s
sys	0m0.061s
make: *** [SearchItTest] Error 130

real	0m0.192s
user	0m0.196s
sys	0m0.038s
make: *** [SearchItTest] Interrupt: 2

real	0m0.064s
user	0m0.026s
sys	0m0.015s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.039s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.087s
user	0m0.043s
sys	0m0.024s
make: *** [SearchItTest] Interrupt: 2

real	0m0.081s
user	0m0.039s
sys	0m0.020s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.042s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.084s
user	0m0.041s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.085s
user	0m0.043s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.041s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.085s
user	0m0.041s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.044s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.040s
sys	0m0.024s
make: *** [SearchItTest] Interrupt: 2

real	0m0.085s
user	0m0.040s
sys	0m0.020s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.036s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.039s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.082s
user	0m0.039s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.082s
user	0m0.041s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.082s
user	0m0.033s
sys	0m0.018s
make: *** [SearchItTest] Interrupt: 2

real	0m0.082s
user	0m0.036s
sys	0m0.018s
make: *** [SearchItTest] Interrupt: 2

real	0m0.084s
user	0m0.039s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.043s
sys	0m0.024s
make: *** [SearchItTest] Interrupt: 2

real	0m0.081s
user	0m0.040s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.085s
user	0m0.042s
sys	0m0.023s
make: *** [SearchItTest] Interrupt: 2

real	0m0.084s
user	0m0.041s
sys	0m0.023s
make: *** [SearchItTest] Interrupt: 2

real	0m0.087s
user	0m0.042s
sys	0m0.023s
make: *** [SearchItTest] Interrupt: 2

real	0m0.084s
user	0m0.035s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.038s
sys	0m0.023s
make: *** [SearchItTest] Interrupt: 2

real	0m0.089s
user	0m0.043s
sys	0m0.026s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.042s
sys	0m0.020s
make: *** [SearchItTest] Interrupt: 2

real	0m0.084s
user	0m0.041s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.041s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.039s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.085s
user	0m0.040s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.042s
sys	0m0.024s
make: *** [SearchItTest] Interrupt: 2

real	0m0.082s
user	0m0.040s
sys	0m0.021s
make: *** [SearchItTest] Interrupt: 2

real	0m0.086s
user	0m0.039s
sys	0m0.022s
make: *** [SearchItTest] Interrupt: 2

real	0m0.083s
user	0m0.040s
